LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
335,2016,104153,15,27,4,14.6,16.3,3.2,21.7,"£36,373"
335,2017,140196,16,12,4,15.6,9.6,3.1,19.8,"£35,230"
335,2019,141410,14,18,3,13.1,11.9,2.7,23.5,"£37,747"
335,2024,104157,10,13,4,10.0,9.1,3.8,22.4,"£38,380"
335,2025,142765,15,10,3,15.0,9.5,3.0,22.1,"£32,513"
335,2028,104160,20,21,4,18.2,16.2,3.6,19.8,"£34,186"
335,2029,143417,18,32,4,18.0,32.0,4.0,29.0,"£35,817"
335,2030,104161,13,22,4,12.6,14.2,3.7,24.6,"£40,114"
335,2031,104162,20,21,6,17.8,14.5,3.8,19.8,"£37,856"
335,2032,104163,16,12,4,15.2,10.0,2.7,19.4,"£35,338"
335,2041,104168,12,14,3,10.8,11.6,2.8,21.1,"£35,990"
335,2042,104169,25,29,5,19.9,16.7,4.0,22.4,"£35,303"
335,2043,104170,24,24,3,21.3,12.1,2.6,16.9,"£34,974"
335,2101,104174,25,35,38,22.0,28.6,33.7,20.3,"£39,633"
335,2102,104175,17,22,4,16.6,18.0,3.2,23.1,"£32,314"
335,2103,104176,22,23,8,20.8,17.7,6.5,20.0,"£35,054"
335,2104,139305,25,21,9,22.1,15.6,6.3,16.5,"£39,091"
335,2105,104178,16,18,8,15.6,13.5,5.5,20.7,"£33,911"
335,2106,104179,15,21,3,15.0,17.0,2.9,22.6,"£35,317"
335,2114,104187,15,35,8,12.7,17.2,2.8,24.3,"£36,686"
335,2116,104188,14,16,3,13.3,12.6,1.4,18.0,"£35,489"
335,2117,104189,11,11,3,10.3,8.5,1.3,21.8,"£36,484"
335,2118,138343,21,27,6,19.3,18.3,5.6,23.3,"£34,616"
335,2119,104191,13,15,4,11.2,8.8,3.3,20.0,"£38,566"
335,2122,104192,18,13,6,17.2,10.0,3.8,20.7,"£35,409"
335,2123,104193,17,19,3,16.0,12.4,2.2,23.9,"£36,204"
335,2205,104196,19,25,5,18.2,16.5,2.9,13.1,"£35,575"
335,2214,104198,12,12,3,10.0,8.6,2.2,22.6,"£34,484"
335,2218,104201,12,15,4,11.5,9.8,2.4,19.8,"£35,178"
335,2219,104202,9,14,3,9.0,8.2,2.0,24.8,"£39,002"
335,2220,104203,11,19,4,10.6,9.7,3.8,20.0,"£37,263"
335,2222,104204,15,15,3,13.1,9.0,2.4,17.9,"£34,013"
335,2224,136619,22,28,7,19.7,18.5,4.6,23.2,"£36,839"
335,2225,104206,11,14,4,10.0,9.1,3.2,19.6,"£35,050"
335,2228,104207,11,12,2,10.4,8.8,1.8,21.7,SUPP
335,2234,104211,32,37,3,27.5,21.8,3.0,24.3,"£35,784"
335,2235,104212,22,28,8,20.6,18.8,4.6,21.5,"£37,581"
335,2237,104214,21,23,6,18.6,15.4,3.8,17.6,"£34,792"
335,2239,104216,12,17,8,11.4,9.5,4.0,21.7,"£34,079"
335,2240,104217,22,16,6,20.6,10.3,4.5,20.5,"£35,830"
335,2243,138540,11,0,0,11.0,0.0,0.0,20.6,"£34,628"
335,2245,131433,30,43,12,24.8,25.4,7.5,23.0,"£34,772"
335,2246,131511,30,35,5,27.6,24.6,3.6,23.7,"£34,421"
335,2247,131580,22,19,10,21.0,17.7,8.4,18.1,"£32,746"
335,2248,131581,12,14,6,11.0,8.4,5.5,18.8,"£38,199"
335,2249,132073,21,27,8,17.7,16.7,7.1,26.0,"£37,768"
335,2250,132076,23,25,4,21.5,21.2,3.9,20.9,"£35,527"
335,3000,104220,17,24,5,14.6,18.3,3.4,18.9,"£34,366"
335,3003,104222,12,15,4,9.7,9.3,2.5,21.6,"£38,044"
335,3010,104223,12,17,5,10.9,7.6,2.2,20.6,"£35,588"
335,3100,104224,17,17,8,15.4,11.5,4.6,21.7,"£39,876"
335,3101,104225,7,10,3,6.1,7.6,2.9,29.8,"£39,268"
335,3102,104226,17,23,3,16.2,15.9,2.6,21.9,"£31,355"
335,3110,104227,18,20,5,16.1,10.4,2.3,21.0,"£37,793"
335,3111,104228,22,11,5,18.4,7.5,3.2,18.8,"£38,546"
335,3300,104230,12,16,9,11.0,10.7,6.9,32.6,"£41,311"
335,3301,104231,17,19,5,15.4,14.3,3.1,19.2,"£33,339"
335,3302,104232,14,15,4,10.7,7.5,2.2,20.9,"£40,207"
335,3304,104233,11,11,3,9.8,8.7,2.8,22.4,"£34,812"
335,3306,104234,12,13,3,11.6,9.6,2.0,18.8,"£36,662"
335,3310,104235,12,9,5,11.2,7.3,3.2,20.0,"£37,846"
335,3312,104236,17,13,3,15.4,9.0,2.7,17.0,"£32,324"
335,3322,104239,11,8,8,11.0,6.2,3.6,18.2,"£36,073"
335,3323,104240,14,15,3,12.3,6.7,1.5,17.3,"£35,454"
335,3324,104241,12,8,5,10.2,4.6,2.9,20.8,"£38,711"
335,3325,104242,10,9,6,10.0,6.1,3.0,20.1,"£33,298"
335,3327,135016,14,19,11,12.8,13.2,5.3,18.3,"£34,168"
335,3329,135081,22,24,3,21.2,13.2,2.1,21.0,"£34,013"
335,3805,139610,16,17,6,15.0,15.0,4.5,21.5,"£37,203"
335,4001,137274,65,29,21,63.2,24.8,20.8,15.6,"£39,678"
335,4002,137706,NA,NA,NA,NA,NA,NA,NA,NA
335,4003,138374,62,10,28,59.4,8.3,24.0,10.9,"£30,889"
335,4004,138606,61,19,27,58.6,12.0,23.8,13.3,"£38,452"
335,4005,139789,14,5,2,12.0,3.6,2.0,22.3,SUPP
335,4007,137830,99,45,30,95.8,31.5,25.9,12.6,"£36,728"
335,4057,104248,46,11,16,43.5,9.3,14.7,14.4,"£37,508"
335,4106,142594,73,35,21,70.8,29.3,18.9,14.8,"£37,361"
335,4606,104255,81,17,24,75.0,13.5,22.2,14.4,"£38,817"
335,5200,136303,17,25,6,13.6,15.8,3.1,21.8,"£37,941"
335,5201,137797,20,23,7,17.9,15.7,6.1,22.7,"£37,235"
335,5202,104210,13,6,2,12.6,3.7,1.3,25.9,"£33,554"
335,5203,104219,26,15,4,24.8,12.2,4.0,24.4,"£38,226"
335,5400,137707,91,36,24,84.1,31.4,20.8,16.7,"£38,234"
335,5401,104259,106,36,33,99.3,30.4,30.2,14.6,"£37,061"
335,5402,136620,102,35,29,98.3,30.6,27.7,14.8,"£38,808"
335,5403,136777,50,2,21,46.3,1.9,16.3,16.2,"£41,450"
335,5404,136773,62,4,20,57.6,1.3,17.3,16.3,"£38,956"
335,5405,137974,106,31,26,98.0,22.3,20.7,15.4,"£39,197"
335,5406,136885,111,18,33,109.6,14.9,32.5,13.7,"£38,315"
335,6905,133697,95,9,36,91.6,9.0,31.4,13.3,"£37,616"
335,6906,135769,97,28,26,89.7,25.4,24.6,14.1,"£39,648"
335,6907,135956,47,7,22,45.7,6.6,20.7,15.8,"£38,121"
336,2003,104290,16,22,4,15.0,19.1,2.9,19.1,"£40,436"
336,2006,139199,24,28,3,22.7,24.0,2.9,19.0,"£35,546"
336,2007,139274,8,5,3,8.0,5.0,2.8,21.0,"£35,388"
336,2008,139800,15,10,4,13.3,6.7,3.4,15.2,"£38,110"
336,2009,140355,20,30,9,19.4,22.1,8.6,21.9,"£32,178"
336,2012,140658,13,12,2,12.0,10.6,2.0,19.6,"£33,267"
336,2015,104294,32,28,6,29.9,25.0,5.5,18.0,"£35,622"
336,2016,104295,9,5,2,8.6,3.6,1.4,24.5,"£34,848"
336,2017,142679,14,14,3,13.6,13.1,2.0,23.6,"£36,490"
336,2019,142680,16,17,5,15.8,14.4,3.0,26.0,"£35,162"
336,2022,104297,13,19,5,12.8,10.4,4.7,19.0,"£37,547"
336,2023,104298,17,17,3,12.4,13.5,3.0,16.5,"£39,134"
336,2026,104299,15,5,5,14.0,4.8,2.8,25.1,"£37,418"
336,2027,104300,13,12,12,9.9,9.4,4.7,29.4,"£35,674"
336,2029,142684,12,11,2,12.0,9.9,2.0,14.8,"£32,493"
336,2030,104302,13,13,3,11.8,11.0,3.0,19.1,"£35,341"
336,2032,104303,17,7,4,15.5,5.4,3.3,16.7,"£35,865"
336,2034,104304,21,22,2,19.8,16.4,1.9,22.4,"£36,385"
336,2038,104307,16,14,2,12.1,11.2,1.8,17.8,"£36,862"
336,2039,104308,33,28,8,29.1,26.2,7.8,NA,"£36,014"
336,2042,104310,19,11,5,17.7,8.0,3.5,22.4,"£38,375"
336,2043,104311,14,18,6,11.7,9.6,3.6,20.9,"£38,862"
336,2044,104312,13,13,2,9.9,10.7,1.0,27.4,"£39,962"
336,2049,141775,20,22,4,19.8,21.0,2.8,22.3,"£36,794"
336,2051,104315,13,15,3,12.4,12.6,2.8,23.1,"£36,397"
336,2053,104317,17,8,3,16.6,7.2,3.0,15.3,"£36,554"
336,2054,104318,31,21,13,29.7,20.1,11.0,19.9,"£36,541"
336,2057,104319,16,15,1,14.1,8.5,0.7,22.3,"£37,769"
336,2058,104320,11,9,2,10.9,6.1,1.4,20.8,"£36,722"
336,2065,104322,11,10,7,10.1,6.0,3.5,22.9,"£37,002"
336,2066,104323,24,31,8,22.8,17.7,7.0,20.0,"£38,450"
336,2069,104325,21,17,7,21.0,14.7,7.0,21.0,"£34,424"
336,2070,104326,13,5,2,12.6,4.4,1.9,NA,"£34,224"
336,2071,104327,21,16,3,18.7,11.0,1.8,18.4,"£32,328"
336,2072,141858,27,15,6,25.0,11.8,5.4,20.3,"£38,593"
336,2073,104329,12,9,1,11.6,8.0,1.0,17.8,"£34,885"
336,2074,104330,11,15,4,10.2,9.2,2.9,22.2,"£37,399"
336,2075,104331,17,12,4,16.2,9.0,3.2,26.0,"£37,173"
336,2079,104332,20,10,4,16.6,6.3,2.5,22.9,"£38,189"
336,2089,104334,11,13,3,11.0,9.9,2.4,20.8,"£38,607"
336,2102,104341,17,13,2,16.4,9.6,1.6,25.5,"£35,173"
336,2103,104342,20,17,4,18.7,14.8,4.0,19.3,"£33,820"
336,2105,104344,23,20,5,20.9,14.6,3.4,20.9,"£35,585"
336,2106,104345,24,18,6,22.9,11.9,5.4,19.8,"£37,827"
336,2109,139870,22,16,10,20.6,13.7,8.1,22.4,"£35,512"
336,2111,104350,13,19,2,12.2,16.8,1.7,22.2,"£36,742"
336,2112,142349,38,45,7,35.4,34.3,6.1,18.9,"£37,843"
336,2115,104354,18,10,2,16.8,8.9,2.0,23.9,"£35,908"
336,2116,131153,17,17,3,14.0,13.1,2.1,22.2,"£36,783"
336,2117,132197,20,13,7,20.0,9.8,6.5,19.0,"£31,470"
336,2118,132806,19,26,3,18.8,22.2,3.0,21.9,"£35,107"
336,3008,143393,17,15,2,15.5,9.1,1.6,24.4,"£37,785"
336,3010,104361,15,13,2,13.3,10.9,1.5,17.6,"£36,962"
336,3012,104362,12,9,2,10.3,6.6,1.3,20.3,"£38,283"
336,3016,104363,10,4,3,7.8,2.6,2.4,27.2,"£43,132"
336,3017,104364,8,3,2,6.6,1.8,1.4,27.6,"£36,683"
336,3019,104366,13,9,2,10.5,4.8,1.4,23.4,"£41,480"
336,3022,141825,14,14,2,13.3,12.1,1.7,20.2,"£44,536"
336,3024,130305,18,14,4,16.4,10.1,3.4,22.1,"£33,756"
336,3025,131439,29,22,12,27.3,18.0,10.7,20.1,"£34,902"
336,3301,104372,23,22,4,21.2,19.0,3.9,21.2,"£38,080"
336,3302,141789,11,8,4,10.3,7.0,3.4,18.1,"£33,662"
336,3303,104374,21,11,2,16.1,8.2,1.8,20.8,"£37,688"
336,3304,141827,20,21,5,17.7,18.3,4.6,21.2,"£39,125"
336,3307,139892,11,4,2,9.9,2.7,1.9,21.5,"£36,134"
336,3309,104378,13,13,4,11.1,10.7,3.7,22.5,"£39,483"
336,3310,141769,10,10,4,8.9,7.2,3.5,23.5,"£37,485"
336,3311,139893,7,12,2,7.0,8.8,2.0,27.4,"£38,212"
336,3312,104381,12,10,3,10.2,6.2,2.5,20.6,"£37,672"
336,3314,104382,13,9,3,10.4,7.3,2.3,22.6,"£38,764"
336,3315,139894,11,9,5,9.6,7.6,3.2,21.5,"£38,991"
336,3316,104384,13,6,4,10.8,5.0,3.6,18.2,"£38,647"
336,3317,141648,27,22,6,25.9,19.3,6.0,22.2,"£36,008"
336,3318,135318,7,11,6,7.0,8.7,5.1,32.5,"£38,100"
336,4000,138098,66,10,13,63.0,9.7,13.0,13.2,"£37,345"
336,4001,141245,58,12,21,56.4,10.6,20.3,15.9,"£41,185"
336,4003,142080,12,4,4,12.0,4.0,3.5,16.1,"£40,056"
336,4006,140160,19,3,8,18.5,3.0,7.4,10.5,SUPP
336,4113,142317,100,32,27,93.5,29.5,25.7,16.2,"£39,191"
336,4115,104387,49,9,16,47.3,8.8,14.9,11.5,"£36,849"
336,4117,140586,62,26,20,58.7,23.2,16.5,15.6,"£39,170"
336,4128,104390,64,10,19,57.9,7.8,17.6,16.4,"£38,348"
336,4133,104395,62,13,22,60.7,12.4,20.6,14.7,"£36,223"
336,4134,137730,88,14,25,83.9,13.4,23.0,14.2,"£37,861"
336,4139,104397,69,28,28,67.1,26.0,27.2,10.9,"£38,260"
336,4601,138852,63,18,26,54.3,14.9,22.5,19.0,"£40,545"
336,4605,139891,61,15,31,56.8,12.2,26.8,15.2,"£38,214"
336,4606,141802,64,12,18,62.2,10.2,15.8,13.2,"£37,653"
336,4731,131547,55,13,12,52.8,11.4,11.8,13.8,"£38,400"
336,5400,140798,59,3,24,49.0,2.2,19.3,17.6,"£38,438"
336,5402,139138,60,15,22,58.8,12.6,19.8,13.8,"£39,347"
336,6000,143101,61,14,33,58.7,12.3,25.2,17.1,"£36,351"
336,6905,135983,79,25,27,78.2,24.5,25.7,13.4,"£39,852"
336,6906,136182,58,20,29,55.1,17.8,24.6,15.3,"£40,958"
340,2000,104419,12,19,6,10.4,11.8,4.5,21.3,"£41,321"
340,2001,141205,14,14,12,12.6,11.3,2.9,19.4,"£34,327"
340,2002,104420,10,14,5,9.6,8.4,3.5,20.1,"£37,298"
340,2003,142552,15,17,3,15.0,14.4,3.0,18.8,"£38,382"
340,2007,104423,11,15,3,10.4,8.3,2.5,17.4,"£36,086"
340,2010,104425,23,28,3,20.0,21.5,2.6,21.1,"£37,758"
340,2012,104426,18,17,4,17.2,12.5,3.7,19.4,"£38,937"
340,2013,104427,20,16,5,19.4,13.3,4.0,21.5,"£39,277"
340,2015,104429,22,26,6,20.3,18.5,4.5,21.0,"£36,463"
340,2017,104431,12,18,3,10.6,12.7,3.0,19.3,"£37,753"
340,2018,104432,14,18,3,12.4,13.3,2.8,22.0,"£38,028"
340,2021,104433,19,18,5,15.9,12.0,3.8,18.1,"£35,332"
340,2035,104439,8,11,3,7.8,7.5,2.4,18.1,"£38,795"
340,2039,104441,22,46,8,22.0,23.2,5.5,25.3,"£35,154"
340,2048,104444,10,13,5,9.7,9.8,5.0,21.5,"£40,467"
340,2049,104445,11,7,3,10.4,6.9,2.5,20.7,"£32,506"
340,2050,104446,13,21,4,11.7,10.9,2.9,21.9,"£39,773"
340,2051,104447,11,15,3,10.0,12.0,2.0,21.3,"£40,914"
340,3000,104448,15,20,3,13.8,12.1,2.9,19.3,"£38,091"
340,3300,104449,10,15,3,10.0,7.4,2.7,23.3,"£38,969"
340,3301,104450,12,17,4,11.6,9.3,2.4,20.1,"£35,881"
340,3302,104451,20,20,16,18.0,12.1,5.0,22.4,"£37,431"
340,3304,104452,12,8,11,10.6,4.9,3.6,18.7,"£37,335"
340,3306,104453,14,16,3,13.6,11.2,2.7,14.0,"£38,843"
340,3307,104454,9,10,3,9.0,7.2,2.4,24.0,"£36,167"
340,3314,104459,12,12,7,10.6,6.9,5.0,20.9,"£39,884"
340,3315,104460,10,17,3,9.7,11.6,2.8,22.1,"£36,583"
340,3316,104461,23,30,4,20.7,21.8,3.4,17.9,"£34,742"
340,3318,104463,12,13,2,11.1,7.6,2.0,18.8,"£34,846"
340,3319,104464,21,14,5,20.4,10.0,3.7,18.7,"£32,499"
340,3322,104466,17,16,3,14.6,11.4,2.9,18.2,"£36,386"
340,3325,104467,11,17,9,11.0,13.3,4.0,18.8,"£33,085"
340,3326,104468,16,12,3,14.8,8.8,3.0,20.5,"£38,442"
340,3327,104469,11,13,3,10.8,9.3,2.3,18.6,"£36,310"
340,3328,104470,12,17,3,10.8,11.0,2.6,20.0,"£38,188"
340,3340,104472,9,12,3,9.0,6.4,2.7,22.9,"£41,004"
340,3344,104474,11,11,2,10.5,8.4,2.0,17.6,"£37,542"
340,3350,104475,10,11,2,10.0,7.5,2.0,20.1,"£41,833"
340,3352,104476,10,16,4,8.8,8.5,2.8,22.0,"£34,722"
340,3353,104477,14,17,3,12.8,9.8,2.7,23.4,"£37,711"
340,3356,104479,16,27,5,14.4,19.3,3.5,21.7,"£39,789"
340,3357,104480,10,14,3,9.2,10.5,2.3,23.1,"£39,389"
340,3358,104481,21,28,12,19.2,19.1,4.8,21.3,"£37,215"
340,3359,104482,22,28,6,20.7,12.2,5.4,23.0,"£35,835"
340,3360,131332,17,19,7,15.8,12.7,5.0,21.0,"£38,781"
340,3361,131836,12,17,4,10.7,9.9,3.2,21.3,"£39,097"
340,3362,131061,20,27,5,18.6,17.3,3.6,12.4,"£37,720"
340,3363,135796,20,25,4,16.7,17.3,4.0,19.2,"£36,425"
340,3364,135807,24,32,8,23.3,30.3,7.5,18.7,"£37,679"
340,3365,136222,11,15,4,11.0,11.4,3.5,21.0,"£41,124"
340,4000,140001,51,33,15,50.2,25.5,14.7,16.2,"£41,885"
340,4001,140412,53,23,19,53.0,21.4,17.6,15.8,"£40,812"
340,4611,139614,59,27,20,54.5,23.7,19.2,16.7,"£39,689"
340,4613,142798,54,30,21,51.3,23.5,19.4,13.4,"£42,846"
340,4615,135479,64,22,14,62.8,19.0,13.7,13.5,"£41,318"
340,4616,135481,73,29,11,68.8,24.8,9.5,14.5,"£38,718"
341,2001,134210,13,3,2,13.0,2.8,2.0,14.7,"£32,724"
341,2004,134245,25,18,8,23.8,15.9,7.4,18.4,"£38,272"
341,2006,134250,23,20,4,22.4,18.0,2.5,19.6,"£36,030"
341,2007,136810,21,18,4,19.9,12.9,2.9,21.0,"£39,357"
341,2008,104516,15,9,3,15.0,8.2,2.5,16.6,"£34,392"
341,2009,136813,32,31,6,30.4,23.6,5.3,20.8,"£34,965"
341,2010,104517,19,20,6,18.8,17.8,5.3,23.9,"£36,567"
341,2011,137888,22,13,2,21.1,9.3,1.5,21.2,"£35,586"
341,2014,104519,12,8,5,11.4,5.8,3.6,20.2,"£32,904"
341,2017,104521,14,9,2,13.5,4.8,1.7,26.5,"£31,604"
341,2018,140975,39,27,10,34.7,24.1,9.6,16.4,"£36,094"
341,2019,104522,17,6,2,14.4,5.2,1.8,24.6,"£36,365"
341,2020,141103,9,9,3,9.0,9.0,3.0,17.2,"£33,818"
341,2025,141076,40,32,9,38.2,25.2,8.4,21.2,"£38,541"
341,2030,141330,10,9,2,10.0,8.0,2.0,21.9,"£30,564"
341,2034,141937,34,33,7,32.0,25.3,5.6,20.6,"£36,964"
341,2036,141960,36,31,4,32.5,20.9,3.6,20.9,"£39,461"
341,2037,142523,36,22,9,34.5,17.4,7.7,17.3,"£35,658"
341,2039,104530,21,17,1,18.6,14.2,0.9,22.4,"£38,159"
341,2063,104543,12,7,3,11.8,4.8,2.3,20.2,"£30,700"
341,2064,104544,11,13,5,10.8,8.0,3.2,24.5,"£36,205"
341,2065,104545,20,40,4,17.9,34.6,3.6,14.9,"£39,178"
341,2084,104549,12,5,3,9.7,3.6,1.6,26.7,"£33,561"
341,2086,104550,16,13,12,13.9,9.0,7.6,16.9,"£33,028"
341,2092,104554,12,3,1,11.3,2.0,0.8,18.2,"£37,927"
341,2093,104555,12,9,1,11.2,6.2,1.0,15.8,"£36,250"
341,2098,104557,11,15,11,11.0,12.2,10.5,24.5,"£38,954"
341,2110,104564,24,14,4,23.5,12.5,3.8,17.8,"£36,414"
341,2113,104565,19,18,3,17.4,12.5,2.8,19.6,"£33,585"
341,2123,104569,15,11,7,15.0,8.8,6.3,14.9,"£34,997"
341,2128,104570,19,14,8,17.9,10.9,6.7,15.1,"£39,399"
341,2130,104571,9,12,2,9.0,8.1,1.7,21.4,"£37,230"
341,2149,104580,15,8,4,12.8,4.7,2.4,21.0,"£39,020"
341,2166,104589,16,14,5,15.8,10.5,4.4,14.1,"£32,115"
341,2170,104591,22,15,6,20.5,13.4,5.6,15.7,"£36,575"
341,2171,104592,15,10,7,13.8,8.2,4.8,21.6,"£38,656"
341,2172,104593,13,14,3,12.0,10.2,3.0,22.4,"£39,713"
341,2176,136062,18,15,4,17.5,12.1,3.9,16.8,"£38,557"
341,2180,104596,18,6,4,16.2,5.0,3.1,22.1,"£37,499"
341,2199,104600,11,5,4,10.5,4.3,3.2,15.0,"£36,642"
341,2214,104610,19,14,12,18.6,10.6,8.7,21.4,"£36,276"
341,2215,104611,13,9,4,12.2,7.4,2.5,18.1,"£32,867"
341,2216,104612,19,13,2,17.0,12.6,2.0,19.2,"£32,900"
341,2218,130296,7,9,4,7.0,5.1,3.3,18.4,"£42,091"
341,2221,130395,27,23,4,23.7,18.2,2.9,18.7,"£38,384"
341,2222,131313,21,11,11,18.6,7.9,9.3,13.3,"£36,993"
341,2223,131314,20,27,12,20.0,24.0,11.5,23.1,"£37,343"
341,2226,131480,11,9,3,11.0,7.7,3.0,17.3,"£34,968"
341,2227,131597,13,11,3,12.4,10.6,2.3,22.5,"£35,513"
341,2229,131800,27,23,23,26.0,20.5,20.8,15.1,"£34,912"
341,2230,131818,22,24,11,21.2,18.8,6.0,18.8,"£37,351"
341,2232,132176,10,6,6,9.4,4.2,5.8,23.2,"£39,090"
341,2233,132793,21,19,6,20.1,16.2,5.8,20.4,"£36,073"
341,2234,132796,23,15,5,21.9,13.4,4.6,19.1,"£36,247"
341,2235,133332,23,15,5,23.0,15.0,5.0,19.0,"£34,108"
341,2236,133329,23,17,2,22.0,13.5,1.8,16.5,"£35,853"
341,2237,133330,21,24,7,19.3,20.2,5.9,23.3,"£37,325"
341,2238,133338,19,15,5,18.1,13.4,4.9,16.3,"£36,317"
341,2239,133337,13,11,4,11.4,6.5,2.8,19.2,"£39,523"
341,2240,133331,22,26,6,19.8,17.2,4.5,23.0,"£34,758"
341,2241,133334,23,15,5,21.2,13.4,4.1,17.1,"£33,841"
341,2242,136118,24,30,6,22.5,26.6,5.4,19.3,"£35,847"
341,3001,104613,15,13,4,14.0,11.3,3.6,17.6,"£38,550"
341,3011,141582,16,19,2,16.0,18.5,2.0,16.4,"£37,932"
341,3015,104616,11,12,4,10.6,9.9,3.7,18.5,"£37,687"
341,3020,131311,17,9,5,16.2,6.9,4.8,18.0,"£31,654"
341,3021,133333,25,22,8,22.0,19.8,7.5,20.7,"£38,099"
341,3022,133336,22,18,6,21.7,15.3,5.4,19.5,"£38,695"
341,3023,133335,19,16,5,19.0,12.2,4.4,20.1,"£35,833"
341,3024,133615,20,18,4,19.5,13.8,3.6,18.2,"£33,682"
341,3025,133691,17,15,6,16.4,12.8,5.5,18.0,"£32,278"
341,3026,133702,15,11,6,15.0,9.4,5.6,13.3,"£37,764"
341,3302,104620,10,10,4,10.0,6.8,2.9,20.5,"£32,176"
341,3306,104621,9,12,3,8.0,7.1,2.3,27.1,"£35,396"
341,3310,104622,23,17,5,22.4,12.6,3.4,17.4,"£35,024"
341,3327,104624,8,5,2,6.8,4.0,2.0,31.2,"£39,371"
341,3329,104625,21,18,3,18.8,11.5,1.7,22.2,"£35,934"
341,3507,104629,15,11,4,14.0,9.1,3.5,24.2,"£35,642"
341,3511,104632,12,13,2,10.9,12.5,2.0,19.7,"£38,659"
341,3512,104633,11,5,1,11.0,4.7,1.0,15.5,"£31,217"
341,3513,104634,16,11,5,15.6,9.5,3.7,19.7,"£42,178"
341,3514,104635,12,9,4,12.0,6.6,3.3,20.6,"£37,730"
341,3516,104636,17,14,4,15.9,7.4,2.7,25.8,"£39,572"
341,3523,104638,20,14,5,19.4,12.4,4.8,16.9,"£33,130"
341,3527,104640,10,11,4,10.0,8.8,2.5,16.6,"£35,557"
341,3528,104641,11,9,4,10.2,8.5,3.8,19.4,"£36,605"
341,3541,104642,18,11,7,14.2,7.7,5.8,29.2,"£40,701"
341,3543,104643,22,14,4,18.4,10.0,3.7,22.3,"£39,963"
341,3547,104645,12,9,7,11.6,6.5,5.1,19.9,"£41,440"
341,3548,104646,11,17,3,10.2,9.3,1.7,19.8,"£31,252"
341,3550,104648,13,2,2,12.5,1.8,1.6,17.3,"£39,440"
341,3551,104649,11,12,7,9.2,9.6,6.1,24.2,"£39,368"
341,3552,104650,22,8,4,22.0,6.3,4.0,17.4,"£34,111"
341,3553,104651,22,23,4,20.8,18.5,3.5,18.7,"£35,248"
341,3558,104652,10,16,4,9.8,13.0,3.5,21.0,"£38,781"
341,3571,104656,21,16,7,20.7,15.3,7.0,19.0,"£32,794"
341,3573,104657,7,7,11,6.6,7.0,9.9,30.5,"£36,524"
341,3582,104660,11,14,4,10.5,12.7,4.0,21.5,"£37,316"
341,3584,104661,24,12,5,22.4,7.6,4.9,22.9,"£38,545"
341,3588,104664,12,11,5,11.0,8.1,4.9,21.4,"£35,270"
341,3594,104667,13,10,6,12.6,7.8,4.9,20.2,"£37,802"
341,3599,104670,6,8,2,6.0,8.0,2.0,27.8,"£46,410"
341,3601,104672,14,9,3,13.2,8.4,2.5,18.3,"£34,262"
341,3606,104673,17,21,4,15.0,16.9,3.2,23.9,"£37,921"
341,3631,104676,11,10,2,11.0,5.5,1.7,19.3,"£34,075"
341,3632,104677,15,9,5,14.7,8.0,4.2,13.6,"£29,251"
341,3633,104678,13,11,5,11.2,8.8,4.6,21.5,"£35,773"
341,3635,104679,18,17,4,18.0,12.8,2.7,20.4,"£33,441"
341,3644,104681,14,10,7,13.2,8.3,5.9,19.4,"£35,703"
341,3956,131105,19,21,13,16.8,14.0,6.4,26.8,"£41,660"
341,3960,131837,10,8,2,9.5,7.6,1.5,17.8,"£39,263"
341,3961,134471,20,18,3,18.8,15.2,1.9,17.7,"£36,689"
341,3963,134722,20,15,10,18.4,13.3,9.5,18.2,"£38,087"
341,3964,134723,11,7,2,10.2,5.4,2.0,20.3,"£31,527"
341,3965,135267,26,18,4,24.6,15.7,3.7,16.6,"£37,357"
341,3966,135595,13,11,8,12.6,10.0,5.8,20.0,"£29,587"
341,3967,136686,26,22,6,24.4,17.3,5.6,18.3,"£38,934"
341,4000,137675,38,15,15,36.7,12.7,15.0,10.8,"£39,364"
341,4001,138787,56,4,22,54.9,4.0,22.0,14.9,"£38,892"
341,4002,139588,38,1,11,38.0,1.0,11.0,13.6,"£33,324"
341,4003,139589,25,2,4,24.1,2.0,4.0,12.5,"£34,238"
341,4004,139686,66,7,25,62.3,6.5,22.0,19.5,"£41,750"
341,4006,142128,11,0,0,10.6,0.0,0.0,7.1,"£37,269"
341,4007,142891,14,2,3,10.5,1.6,3.0,17.5,"£35,848"
341,4306,138696,70,15,15,66.6,12.6,13.4,15.5,"£42,928"
341,4404,104688,57,11,24,53.5,9.1,23.5,14.7,"£41,807"
341,4420,104692,59,20,16,57.1,14.7,15.0,15.4,"£40,562"
341,4421,104693,130,31,20,123.2,24.1,18.0,13.0,"£39,896"
341,4425,104696,86,29,21,84.4,27.2,19.3,14.0,"£39,716"
341,4427,104698,122,11,32,116.8,10.2,32.0,12.2,"£39,468"
